fragment.id;iri;from;to;fragment.text_clean;source;iri_z;iri_c;scope;example
14891035;cast_2/hlava_3/dil_1/par_30/odst_4;500/2004 Sb.;128/2000 Sb.;(4) Za územní samosprávný celek činí úkony ten, kdo je podle zvláštního zákona oprávněn územní samosprávný celek navenek zastupovat, jeho zaměstnanec nebo člen zastupitelstva, který byl touto osobou pověřen.;norms;2004/500;2000/128;para;FALSE
14891035;cast_2/hlava_3/dil_1/par_30/odst_4;500/2004 Sb.;129/2000 Sb.;(4) Za územní samosprávný celek činí úkony ten, kdo je podle zvláštního zákona oprávněn územní samosprávný celek navenek zastupovat, jeho zaměstnanec nebo člen zastupitelstva, který byl touto osobou pověřen.;norms;2004/500;2000/129;para;FALSE
14891035;cast_2/hlava_3/dil_1/par_30/odst_4;500/2004 Sb.;131/2000 Sb.;(4) Za územní samosprávný celek činí úkony ten, kdo je podle zvláštního zákona oprávněn územní samosprávný celek navenek zastupovat, jeho zaměstnanec nebo člen zastupitelstva, který byl touto osobou pověřen.;norms;2004/500;2000/131;para;FALSE
14891499;cast_2/hlava_10/par_101/pism_d;500/2004 Sb.;150/2002 Sb.;d) rozhodnutí ve věci bylo zrušeno jiným orgánem veřejné moci podle zvláštního zákona, nebo;norms;2004/500;2002/150;full;FALSE
14891518;cast_2/hlava_11/dil_1/par_103/odst_2;500/2004 Sb.;127/2005 Sb.;(2) Exekučním správním orgánem je správní orgán, který je podle tohoto nebo zvláštního zákona oprávněn k exekuci.;norms;2004/500;2005/127;para;FALSE
14891518;cast_2/hlava_11/dil_1/par_103/odst_2;500/2004 Sb.;17/2012 Sb.;(2) Exekučním správním orgánem je správní orgán, který je podle tohoto nebo zvláštního zákona oprávněn k exekuci.;norms;2004/500;2012/17;para;FALSE
14891518;cast_2/hlava_11/dil_1/par_103/odst_2;500/2004 Sb.;187/2006 Sb.;(2) Exekučním správním orgánem je správní orgán, který je podle tohoto nebo zvláštního zákona oprávněn k exekuci.;norms;2004/500;2006/187;para;FALSE
14891518;cast_2/hlava_11/dil_1/par_103/odst_2;500/2004 Sb.;280/2009 Sb.;(2) Exekučním správním orgánem je správní orgán, který je podle tohoto nebo zvláštního zákona oprávněn k exekuci.;norms;2004/500;2009/280;para;FALSE
14891518;cast_2/hlava_11/dil_1/par_103/odst_2;500/2004 Sb.;29/2000 Sb.;(2) Exekučním správním orgánem je správní orgán, který je podle tohoto nebo zvláštního zákona oprávněn k exekuci.;norms;2004/500;2000/29;para;FALSE
14891518;cast_2/hlava_11/dil_1/par_103/odst_2;500/2004 Sb.;456/2011 Sb.;(2) Exekučním správním orgánem je správní orgán, který je podle tohoto nebo zvláštního zákona oprávněn k exekuci.;norms;2004/500;2011/456;para;FALSE
14891847;cast_3/hlava_6/par_150/odst_2;500/2004 Sb.;166/1993 Sb.;(2) V řízení o vydání příkazu může být jediným podkladem kontrolní protokol pořízený podle zvláštního zákona týmž správním orgánem, který je věcně a místně příslušný ke správnímu řízení navazujícímu na kontrolní zjišťování, pokud protokol pořizoval ten, kdo může být oprávněnou úřední osobou, a pokud se kontrolovaný seznámil s obsahem protokolu nebo byl k seznámení se s obsahem protokolu řádně vyzván, popřípadě pokud byly v souladu se zákonem vyřízeny námitky kontrolovaného proti obsahu protokolu a pokud o obsahu protokolu nejsou pochybnosti ani z jiného důvodu.;norms;2004/500;1993/166;part;FALSE
14890916;cast_2/hlava_2/dil_2/par_14/odst_6;500/2004 Sb.;166/1993 Sb.;(6) Vyloučena je též ta úřední osoba, která se účastnila řízení v téže věci na jiném stupni. Důvodem vyloučení není účast na úkonech před zahájením řízení nebo na výkonu kontroly prováděné podle zvláštního zákona.;norms;2004/500;1993/166;part;FALSE
56064897;par_10/odst_10;549/1991 Sb.;99/1963 Sb.;(10) Poplatek ani přeplatek na poplatku nelze vrátit po uplynutí 10 let od konce kalendářního roku, v němž byl zaplacen. Lhůta neběží, je-li řízení podle zvláštního právního předpisu přerušeno.;norms;1991/549;1963/99;para;FALSE
56337363;par_11a/odst_1/pism_c/bod_1;553/1991 Sb.;565/1990 Sb.;1. psech přihlášených podle zvláštního právního předpisu u správce místního poplatku ze psa, o jejich držitelích a o uhrazení místních poplatků ze psa v rozsahu nezbytném k provádění kontroly dodržování obecně závazné vyhlášky obce o místním poplatku ze psů,;norms;1991/553;1990/565;full;FALSE
56337678;par_17e/odst_6;553/1991 Sb.;1/1993 Sb.;(6) Strážník není oprávněn zadržet tabulky registrační značky motorového vozidla a zabránit motorovému vozidlu v jízdě, jedná-li se o vozidlo základních složek integrovaného záchranného systému, ozbrojených sil, bezpečnostních sborů, jednotek požární ochrany, zpravodajských služeb, Horské služby, obecní policie nebo vozidlo osoby požívající výsad a imunit podle jiného právního předpisu nebo mezinárodní smlouvy.;norms;1991/553;1993/1;para;FALSE
56337678;par_17e/odst_6;553/1991 Sb.;182/1993 Sb.;(6) Strážník není oprávněn zadržet tabulky registrační značky motorového vozidla a zabránit motorovému vozidlu v jízdě, jedná-li se o vozidlo základních složek integrovaného záchranného systému, ozbrojených sil, bezpečnostních sborů, jednotek požární ochrany, zpravodajských služeb, Horské služby, obecní policie nebo vozidlo osoby požívající výsad a imunit podle jiného právního předpisu nebo mezinárodní smlouvy.;norms;1991/553;1993/182;para;FALSE
56337678;par_17e/odst_6;553/1991 Sb.;361/2000 Sb.;(6) Strážník není oprávněn zadržet tabulky registrační značky motorového vozidla a zabránit motorovému vozidlu v jízdě, jedná-li se o vozidlo základních složek integrovaného záchranného systému, ozbrojených sil, bezpečnostních sborů, jednotek požární ochrany, zpravodajských služeb, Horské služby, obecní policie nebo vozidlo osoby požívající výsad a imunit podle jiného právního předpisu nebo mezinárodní smlouvy.;norms;1991/553;2000/361;para;FALSE
56882468;cast_4/hlava_2/par_58/odst_1/pism_d;56/2001 Sb.;505/1990 Sb.;d) přístroje a zařízení používané k provádění technických prohlídek vozidel byly schváleny a metrologicky navázány podle zvláštního právního předpisu a udržovány podle pokynů výrobce,;norms;2001/56;1990/505;full;FALSE
56882575;cast_4/hlava_3/par_64/pism_e;56/2001 Sb.;505/1990 Sb.;e) přístroje a zařízení používané k provádění měření emisí vozidel byly schváleny a metrologicky navázány podle zvláštního právního předpisu a udržovány podle pokynů výrobce,;norms;2001/56;1990/505;full;FALSE
56881727;cast_2/par_5/odst_5/pism_d/bod_1;56/2001 Sb.;13/1997 Sb.;1. Státnímu fondu dopravní infrastruktury pro účely ověřování údajů v oznámení o osvobození vozidla od zpoplatnění podle zvláštního zákona a;norms;2001/56;1997/13;part;FALSE
56881728;cast_2/par_5/odst_5/pism_d/bod_2;56/2001 Sb.;13/1997 Sb.;2. orgánům Celní správy České republiky pro účely výkonu dozoru nad plněním povinností řidičů a provozovatelů vozidel v systému časového zpoplatnění podle zvláštního zákona.;norms;2001/56;1997/13;part;FALSE
56881802;cast_2/par_7b/odst_2/pism_d;56/2001 Sb.;17/2012 Sb.;d) tabulky registrační značky nebo registrační značky na přání vozidla nejsou vedeny Policií České republiky nebo orgány Celní správy České republiky jako zadržené postupem podle jiného právního předpisu.;norms;2001/56;2012/17;para;FALSE
56881802;cast_2/par_7b/odst_2/pism_d;56/2001 Sb.;273/2008 Sb.;d) tabulky registrační značky nebo registrační značky na přání vozidla nejsou vedeny Policií České republiky nebo orgány Celní správy České republiky jako zadržené postupem podle jiného právního předpisu.;norms;2001/56;2008/273;para;FALSE
56881802;cast_2/par_7b/odst_2/pism_d;56/2001 Sb.;361/2000 Sb.;d) tabulky registrační značky nebo registrační značky na přání vozidla nejsou vedeny Policií České republiky nebo orgány Celní správy České republiky jako zadržené postupem podle jiného právního předpisu.;norms;2001/56;2000/361;para;FALSE
56881802;cast_2/par_7b/odst_2/pism_d;56/2001 Sb.;553/1991 Sb.;d) tabulky registrační značky nebo registrační značky na přání vozidla nejsou vedeny Policií České republiky nebo orgány Celní správy České republiky jako zadržené postupem podle jiného právního předpisu.;norms;2001/56;1991/553;para;FALSE
56881813;cast_2/par_7c/odst_1/pism_a;56/2001 Sb.;17/2012 Sb.;a) přidělení této registrační značky na přání k jinému silničnímu vozidlu, jehož je vlastníkem nebo provozovatelem a které je zapsáno v registru silničních vozidel nebo o jehož zápis žádá, pokud nejsou tabulky registrační značky nebo registrační značky na přání vedeny Policií České republiky nebo orgány Celní správy České republiky jako zadržené postupem podle jiného právního předpisu, nebo;norms;2001/56;2012/17;para;FALSE
56881813;cast_2/par_7c/odst_1/pism_a;56/2001 Sb.;273/2008 Sb.;a) přidělení této registrační značky na přání k jinému silničnímu vozidlu, jehož je vlastníkem nebo provozovatelem a které je zapsáno v registru silničních vozidel nebo o jehož zápis žádá, pokud nejsou tabulky registrační značky nebo registrační značky na přání vedeny Policií České republiky nebo orgány Celní správy České republiky jako zadržené postupem podle jiného právního předpisu, nebo;norms;2001/56;2008/273;para;FALSE
56881813;cast_2/par_7c/odst_1/pism_a;56/2001 Sb.;361/2000 Sb.;a) přidělení této registrační značky na přání k jinému silničnímu vozidlu, jehož je vlastníkem nebo provozovatelem a které je zapsáno v registru silničních vozidel nebo o jehož zápis žádá, pokud nejsou tabulky registrační značky nebo registrační značky na přání vedeny Policií České republiky nebo orgány Celní správy České republiky jako zadržené postupem podle jiného právního předpisu, nebo;norms;2001/56;2000/361;para;FALSE
56881813;cast_2/par_7c/odst_1/pism_a;56/2001 Sb.;553/1991 Sb.;a) přidělení této registrační značky na přání k jinému silničnímu vozidlu, jehož je vlastníkem nebo provozovatelem a které je zapsáno v registru silničních vozidel nebo o jehož zápis žádá, pokud nejsou tabulky registrační značky nebo registrační značky na přání vedeny Policií České republiky nebo orgány Celní správy České republiky jako zadržené postupem podle jiného právního předpisu, nebo;norms;2001/56;1991/553;para;FALSE
56882376;cast_4/hlava_1/par_48a/odst_8/pism_d;56/2001 Sb.;500/2004 Sb.;d) obecním úřadům obcí s rozšířenou působností v rozsahu nezbytném pro účely provádění kontroly a vedení řízení o přestupku podle tohoto zákona nebo pro účely vedení jiného řízení podle tohoto nebo jiného zákona.;norms;2001/56;2004/500;full;FALSE
56882795;cast_9/par_81/odst_1;56/2001 Sb.;17/2012 Sb.;(1) Státní odborný dozor ve věcech podmínek provozu vozidel na pozemních komunikacích vykonávají podle tohoto zákona, přímo použitelných předpisů Evropské unie a mezinárodních smluv, kterými je Česká republika vázána, ministerstvo, krajské úřady, obecní úřady obcí s rozšířenou působností a podle zvláštního právního předpisu Policie České republiky a orgány Celní správy České republiky. Při výkonu státního odborného dozoru ministerstvo, krajské úřady a obecní úřady obcí s rozšířenou působností kontrolují plnění povinností a podmínek stanovených tímto zákonem, přímo použitelnými předpisy Evropské unie a mezinárodními smlouvami, kterými je Česká republika vázána. Zjišťují, zda osoby, jimž tyto předpisy ukládají povinnosti ve věcech podmínek provozu vozidel na pozemních komunikacích, (dále jen „povinné osoby“) plní uložené povinnosti a zda dodržují podmínky stanovené v rozhodnutích vydaných ministerstvem nebo krajskými úřady nebo obecními úřady obcí s rozšířenou působností.;norms;2001/56;2012/17;para;FALSE
56882795;cast_9/par_81/odst_1;56/2001 Sb.;273/2008 Sb.;(1) Státní odborný dozor ve věcech podmínek provozu vozidel na pozemních komunikacích vykonávají podle tohoto zákona, přímo použitelných předpisů Evropské unie a mezinárodních smluv, kterými je Česká republika vázána, ministerstvo, krajské úřady, obecní úřady obcí s rozšířenou působností a podle zvláštního právního předpisu Policie České republiky a orgány Celní správy České republiky. Při výkonu státního odborného dozoru ministerstvo, krajské úřady a obecní úřady obcí s rozšířenou působností kontrolují plnění povinností a podmínek stanovených tímto zákonem, přímo použitelnými předpisy Evropské unie a mezinárodními smlouvami, kterými je Česká republika vázána. Zjišťují, zda osoby, jimž tyto předpisy ukládají povinnosti ve věcech podmínek provozu vozidel na pozemních komunikacích, (dále jen „povinné osoby“) plní uložené povinnosti a zda dodržují podmínky stanovené v rozhodnutích vydaných ministerstvem nebo krajskými úřady nebo obecními úřady obcí s rozšířenou působností.;norms;2001/56;2008/273;para;FALSE
56331505;cast_14/par_163/odst_3;561/2004 Sb.;240/2000 Sb.;(3) Ministerstvo může v průběhu roku se souhlasem vlády stanovit další finanční prostředky státního rozpočtu na výdaje spojené s činností škol a školských zařízení nezbytné k naplnění krizového opatření vlády vyhlášeného podle krizového zákona nebo mimořádného opatření Ministerstva zdravotnictví podle zvláštního zákona, a to pro jednotlivé právnické osoby vykonávající činnost školy nebo školského zařízení. Ministerstvo stanoví a zveřejní ve Věstníku;norms;2004/561;2000/240;para;FALSE
56331505;cast_14/par_163/odst_3;561/2004 Sb.;258/2000 Sb.;(3) Ministerstvo může v průběhu roku se souhlasem vlády stanovit další finanční prostředky státního rozpočtu na výdaje spojené s činností škol a školských zařízení nezbytné k naplnění krizového opatření vlády vyhlášeného podle krizového zákona nebo mimořádného opatření Ministerstva zdravotnictví podle zvláštního zákona, a to pro jednotlivé právnické osoby vykonávající činnost školy nebo školského zařízení. Ministerstvo stanoví a zveřejní ve Věstníku;norms;2004/561;2000/258;para;FALSE
56066910;cast_4/par_24/odst_3/pism_a/bod_2;563/1991 Sb.;151/1997 Sb.;2. oceněním jednotlivých složek majetku podle zvláštního právního předpisu,;norms;1991/563;1997/151;full;FALSE
56066597;cast_1/par_6/odst_5;563/1991 Sb.;23/2017 Sb.;(5) Účetní jednotky a ostatní osoby, o kterých tak stanoví tento zákon nebo jiný právní předpis, jsou povinny předávat účetní záznamy do centrálního systému účetních informací státu a přebírat účetní záznamy z centrálního systému účetních informací státu, případně přebírat požadavek na předání vyžádaného účetního záznamu, podle zvláštního právního předpisu upravujícího pravidla pro formát, strukturu, přenos a zabezpečení účetních záznamů v technické formě vybraných účetních jednotek.;norms;1991/563;2017/23;para;FALSE
56066597;cast_1/par_6/odst_5;563/1991 Sb.;25/2017 Sb.;(5) Účetní jednotky a ostatní osoby, o kterých tak stanoví tento zákon nebo jiný právní předpis, jsou povinny předávat účetní záznamy do centrálního systému účetních informací státu a přebírat účetní záznamy z centrálního systému účetních informací státu, případně přebírat požadavek na předání vyžádaného účetního záznamu, podle zvláštního právního předpisu upravujícího pravidla pro formát, strukturu, přenos a zabezpečení účetních záznamů v technické formě vybraných účetních jednotek.;norms;1991/563;2017/25;para;FALSE
56066598;cast_1/par_6/odst_6;563/1991 Sb.;125/2008 Sb.;(6) V případě, že podle zvláštního zákona schvaluje zřizovatel nebo jiná účetní jednotka účetní závěrku vybrané účetní jednotky, poskytuje tato vybraná účetní jednotka součinnost pro schvalování své účetní závěrky.;norms;1991/563;2008/125;para;FALSE
56066598;cast_1/par_6/odst_6;563/1991 Sb.;219/2000 Sb.;(6) V případě, že podle zvláštního zákona schvaluje zřizovatel nebo jiná účetní jednotka účetní závěrku vybrané účetní jednotky, poskytuje tato vybraná účetní jednotka součinnost pro schvalování své účetní závěrky.;norms;1991/563;2000/219;para;FALSE
56066598;cast_1/par_6/odst_6;563/1991 Sb.;301/1992 Sb.;(6) V případě, že podle zvláštního zákona schvaluje zřizovatel nebo jiná účetní jednotka účetní závěrku vybrané účetní jednotky, poskytuje tato vybraná účetní jednotka součinnost pro schvalování své účetní závěrky.;norms;1991/563;1992/301;para;FALSE
56066598;cast_1/par_6/odst_6;563/1991 Sb.;374/2015 Sb.;(6) V případě, že podle zvláštního zákona schvaluje zřizovatel nebo jiná účetní jednotka účetní závěrku vybrané účetní jednotky, poskytuje tato vybraná účetní jednotka součinnost pro schvalování své účetní závěrky.;norms;1991/563;2015/374;para;FALSE
56066598;cast_1/par_6/odst_6;563/1991 Sb.;89/2012 Sb.;(6) V případě, že podle zvláštního zákona schvaluje zřizovatel nebo jiná účetní jednotka účetní závěrku vybrané účetní jednotky, poskytuje tato vybraná účetní jednotka součinnost pro schvalování své účetní závěrky.;norms;1991/563;2012/89;para;FALSE
56066598;cast_1/par_6/odst_6;563/1991 Sb.;90/2012 Sb.;(6) V případě, že podle zvláštního zákona schvaluje zřizovatel nebo jiná účetní jednotka účetní závěrku vybrané účetní jednotky, poskytuje tato vybraná účetní jednotka součinnost pro schvalování své účetní závěrky.;norms;1991/563;2012/90;para;FALSE
56066450;cast_1/par_1/odst_2/pism_l;563/1991 Sb.;248/2000 Sb.;l) ty, kterým povinnost sestavení účetní závěrky stanoví zvláštní právní předpis nebo které jsou účetní jednotkou podle zvláštního právního předpisu.;norms;1991/563;2000/248;para;FALSE
56066450;cast_1/par_1/odst_2/pism_l;563/1991 Sb.;280/1992 Sb.;l) ty, kterým povinnost sestavení účetní závěrky stanoví zvláštní právní předpis nebo které jsou účetní jednotkou podle zvláštního právního předpisu.;norms;1991/563;1992/280;para;FALSE
56066450;cast_1/par_1/odst_2/pism_l;563/1991 Sb.;341/2005 Sb.;l) ty, kterým povinnost sestavení účetní závěrky stanoví zvláštní právní předpis nebo které jsou účetní jednotkou podle zvláštního právního předpisu.;norms;1991/563;2005/341;para;FALSE
56066450;cast_1/par_1/odst_2/pism_l;563/1991 Sb.;360/2004 Sb.;l) ty, kterým povinnost sestavení účetní závěrky stanoví zvláštní právní předpis nebo které jsou účetní jednotkou podle zvláštního právního předpisu.;norms;1991/563;2004/360;para;FALSE
56066450;cast_1/par_1/odst_2/pism_l;563/1991 Sb.;374/2015 Sb.;l) ty, kterým povinnost sestavení účetní závěrky stanoví zvláštní právní předpis nebo které jsou účetní jednotkou podle zvláštního právního předpisu.;norms;1991/563;2015/374;para;FALSE
56066450;cast_1/par_1/odst_2/pism_l;563/1991 Sb.;551/1991 Sb.;l) ty, kterým povinnost sestavení účetní závěrky stanoví zvláštní právní předpis nebo které jsou účetní jednotkou podle zvláštního právního předpisu.;norms;1991/563;1991/551;para;FALSE
56066450;cast_1/par_1/odst_2/pism_l;563/1991 Sb.;561/2004 Sb.;l) ty, kterým povinnost sestavení účetní závěrky stanoví zvláštní právní předpis nebo které jsou účetní jednotkou podle zvláštního právního předpisu.;norms;1991/563;2004/561;para;FALSE
56066453;cast_1/par_1/odst_4;563/1991 Sb.;23/2017 Sb.;(4) Zjišťování účetních záznamů pro potřeby státu, včetně sestavování účetních výkazů za Českou republiku, provádí Ministerstvo financí (dále jen „ministerstvo“), které též spravuje centrální systém účetních informací státu, zajišťuje jeho využívání v rámci monitorovacích, zjišťovacích a kontrolních činností orgánů veřejné správy podle zvláštního zákona a zajišťuje metodickou podporu vybraným účetním jednotkám v rámci zjišťování účetních záznamů pro potřeby státu.;norms;1991/563;2017/23;para;FALSE
56066453;cast_1/par_1/odst_4;563/1991 Sb.;25/2017 Sb.;(4) Zjišťování účetních záznamů pro potřeby státu, včetně sestavování účetních výkazů za Českou republiku, provádí Ministerstvo financí (dále jen „ministerstvo“), které též spravuje centrální systém účetních informací státu, zajišťuje jeho využívání v rámci monitorovacích, zjišťovacích a kontrolních činností orgánů veřejné správy podle zvláštního zákona a zajišťuje metodickou podporu vybraným účetním jednotkám v rámci zjišťování účetních záznamů pro potřeby státu.;norms;1991/563;2017/25;para;FALSE
56066560;cast_1/par_4/odst_8/pism_h;563/1991 Sb.;586/1992 Sb.;h) metody přechodu z jednoduchého účetnictví nebo daňové evidence podle zvláštního zákona na účetnictví vedené v plném rozsahu, nebo ve zjednodušeném rozsahu a metody přechodu z účetnictví vedené v plném rozsahu, nebo ve zjednodušeném rozsahu na jednoduché účetnictví,;norms;1991/563;1992/586;part;FALSE
56066822;cast_3/par_21a/odst_7;563/1991 Sb.;412/2005 Sb.;(7) Povinnost zveřejnění podle tohoto ustanovení se vztahuje na všechny informace účetní závěrky i výroční zprávy s výjimkou těch, na které se vztahuje utajení podle zvláštního právního předpisu.;norms;1991/563;2005/412;full;FALSE
56066828;cast_3/par_21b/odst_1;563/1991 Sb.;21/1992 Sb.;(1) Účetní jednotky, které podle zvláštního právního předpisu předávají výroční zprávu České národní bance, předávají účetní závěrku a výroční zprávu do sbírky listin veřejného rejstříku prostřednictvím České národní banky. Povinnost zveřejnění těchto účetních záznamů je splněna okamžikem jejich předání České národní bance.;norms;1991/563;1992/21;para;FALSE
56066828;cast_3/par_21b/odst_1;563/1991 Sb.;240/2013 Sb.;(1) Účetní jednotky, které podle zvláštního právního předpisu předávají výroční zprávu České národní bance, předávají účetní závěrku a výroční zprávu do sbírky listin veřejného rejstříku prostřednictvím České národní banky. Povinnost zveřejnění těchto účetních záznamů je splněna okamžikem jejich předání České národní bance.;norms;1991/563;2013/240;para;FALSE
56066828;cast_3/par_21b/odst_1;563/1991 Sb.;256/2004 Sb.;(1) Účetní jednotky, které podle zvláštního právního předpisu předávají výroční zprávu České národní bance, předávají účetní závěrku a výroční zprávu do sbírky listin veřejného rejstříku prostřednictvím České národní banky. Povinnost zveřejnění těchto účetních záznamů je splněna okamžikem jejich předání České národní bance.;norms;1991/563;2004/256;para;FALSE
56066828;cast_3/par_21b/odst_1;563/1991 Sb.;277/2009 Sb.;(1) Účetní jednotky, které podle zvláštního právního předpisu předávají výroční zprávu České národní bance, předávají účetní závěrku a výroční zprávu do sbírky listin veřejného rejstříku prostřednictvím České národní banky. Povinnost zveřejnění těchto účetních záznamů je splněna okamžikem jejich předání České národní bance.;norms;1991/563;2009/277;para;FALSE
56066828;cast_3/par_21b/odst_1;563/1991 Sb.;427/2011 Sb.;(1) Účetní jednotky, které podle zvláštního právního předpisu předávají výroční zprávu České národní bance, předávají účetní závěrku a výroční zprávu do sbírky listin veřejného rejstříku prostřednictvím České národní banky. Povinnost zveřejnění těchto účetních záznamů je splněna okamžikem jejich předání České národní bance.;norms;1991/563;2011/427;para;FALSE
56066828;cast_3/par_21b/odst_1;563/1991 Sb.;87/1995 Sb.;(1) Účetní jednotky, které podle zvláštního právního předpisu předávají výroční zprávu České národní bance, předávají účetní závěrku a výroční zprávu do sbírky listin veřejného rejstříku prostřednictvím České národní banky. Povinnost zveřejnění těchto účetních záznamů je splněna okamžikem jejich předání České národní bance.;norms;1991/563;1995/87;para;FALSE
4796694;par_6/odst_2/frag_2197631;570/1991 Sb.;253/2008 Sb.;zachovávat mlčenlivost o skutečnostech, o kterých se dozvěděli v souvislosti s výkonem své činnosti. Porušením povinnosti mlčenlivosti není plnění povinností vůči příslušnému orgánu podle zvláštního právního předpisu o boji proti legalizaci výnosů z trestné činnosti nebo zvláštního právního předpisu o provádění mezinárodních sankcí za účelem udržování mezinárodního míru a bezpečnosti, ochrany základních lidských práv a boje proti terorismu.;norms;1991/570;2008/253;full;FALSE
4796694;par_6/odst_2/frag_2197631;570/1991 Sb.;69/2006 Sb.;zachovávat mlčenlivost o skutečnostech, o kterých se dozvěděli v souvislosti s výkonem své činnosti. Porušením povinnosti mlčenlivosti není plnění povinností vůči příslušnému orgánu podle zvláštního právního předpisu o boji proti legalizaci výnosů z trestné činnosti nebo zvláštního právního předpisu o provádění mezinárodních sankcí za účelem udržování mezinárodního míru a bezpečnosti, ochrany základních lidských práv a boje proti terorismu.;norms;1991/570;2006/69;full;FALSE
56240333;cast_2/par_14/odst_3/pism_l;582/1991 Sb.;349/1999 Sb.;l) Veřejnému ochránci práv informace, které si vyžádá v souvislosti s šetřením podle zvláštního zákona,;norms;1991/582;1999/349;part;FALSE
15073351;cast_9/par_31a/odst_1/pism_z/bod_1;585/2004 Sb.;269/1994 Sb.;1. z evidence přestupků vedené Rejstříkem trestů nebo z jiné evidence podle zvláštního právního předpisu, ve které jsou vedeny údaje o přestupcích nebo o jednáních, která mají znaky přestupku,;norms;2004/585;1994/269;full;FALSE
56469059;cast_4/par_38nb/odst_5;586/1992 Sb.;280/2009 Sb.;(5) Rozhodnutí o přiznání osvobození musí kromě základních náležitostí rozhodnutí podle zvláštního právního předpisu obsahovat;norms;1992/586;2009/280;para;FALSE
56469073;cast_4/par_38nc/odst_3;586/1992 Sb.;280/2009 Sb.;(3) O žádosti o vydání rozhodnutí o závazném posouzení ceny rozhodne správce daně, u kterého byla žádost podána. Pokud je v obchodním vztahu více zúčastněných osob, které mají daňovou povinnost z příjmů plynoucích ze zdrojů na území České republiky a tuto povinnost spravují odlišní správci daně, rozhodnutí o závazném posouzení ceny vydá správce daně nejblíže nadřízený nejblíže nadřízenému správci daně těchto správců daně a závazné posouzení ceny je pro tyto správce daně účinné. Dotčeným správcům daně a dalším zúčastněným osobám se rozhodnutí doručuje na vědomí. Jsou-li dány důvody pro zrušení rozhodnutí o závazném posouzení ceny podle zvláštního právního předpisu, rozhodne o jeho zrušení správce daně, který je vydal, na návrh kterékoliv zúčastněné osoby nebo z podnětu dotčeného správce daně.;norms;1992/586;2009/280;para;FALSE
56467324;cast_2/par_20b/odst_2/pism_b;586/1992 Sb.;90/2012 Sb.;b) u komplementáře komanditní společnosti ve stejném poměru, jakým je rozdělován zisk nebo ztráta komanditní společnosti na tohoto komplementáře podle zvláštního právního předpisu.;norms;1992/586;2012/90;para;FALSE
56467469;cast_3/par_22/odst_1/pism_g/bod_4;586/1992 Sb.;256/2004 Sb.;4. úroky a jiné výnosy z poskytnutých úvěrových finančních nástrojů a obdobné příjmy plynoucí z jiných obchodních vztahů, z vkladů a z investičních nástrojů podle zvláštního právního předpisu, upravujícího podnikání na kapitálovém trhu,;norms;1992/586;2004/256;full;FALSE
56468053;cast_3/par_29/odst_9/pism_b;586/1992 Sb.;89/2012 Sb.;b) dojde-li k vypořádání mezi podílovými spoluvlastníky rozdělením věci podle zvláštního právního předpisu, nebo;norms;1992/586;2012/89;para;FALSE
56468579;cast_3/par_38a/odst_8;586/1992 Sb.;280/2009 Sb.;"(8) Poplatník není povinen platit zálohy na daň, jestliže ukončil činnost, z níž mu plynuly zdanitelné příjmy, nebo zanikl zdroj zdanitelných příjmů, a to od splátky následující po dni, v němž došlo ke změně rozhodných skutečností; tyto skutečnosti poplatník oznámí správci daně podle zvláštního právního předpisu.";norms;1992/586;2009/280;para;FALSE
56467259;cast_2/par_19/odst_9/bod_2;586/1992 Sb.;90/2012 Sb.;2. má právní formu se srovnatelnou právní charakteristikou jako společnost s ručením omezeným, akciová společnost nebo družstvo podle zvláštního právního předpisu, a;norms;1992/586;2012/90;part;FALSE
56467217;cast_2/par_19/odst_1/pism_zf;586/1992 Sb.;90/2012 Sb.;"zf) příjmy mateřské společnosti při snížení základního kapitálu dceřiné společnosti, a to nejvýše do částky, o kterou byl zvýšen vklad společníka nebo jmenovitá hodnota akcie při zvýšení základního kapitálu z vlastních zdrojů společnosti podle zvláštního právního předpisu, byl-li zdrojem tohoto zvýšení zisk společnosti nebo fond vytvořený ze zisku; obdobně se postupuje u příjmů mateřské společnosti z rozpuštění rezervního fondu nebo obdobného fondu dceřiné společnosti,";norms;1992/586;2012/90;part;FALSE
56467593;cast_3/par_23a/odst_2;586/1992 Sb.;151/1997 Sb.;(2) Nabývací cenou podílu v přijímající obchodní korporaci je cena převedeného obchodního závodu, jak byl oceněn pro nepeněžitý vklad podle zvláštního právního předpisu, v ostatních případech cena určená podle právního předpisu upravujícího oceňování majetku.;norms;1992/586;1997/151;full;FALSE
56467593;cast_3/par_23a/odst_2;586/1992 Sb.;90/2012 Sb.;(2) Nabývací cenou podílu v přijímající obchodní korporaci je cena převedeného obchodního závodu, jak byl oceněn pro nepeněžitý vklad podle zvláštního právního předpisu, v ostatních případech cena určená podle právního předpisu upravujícího oceňování majetku.;norms;1992/586;2012/90;para;FALSE
56467545;cast_3/par_23/odst_4/pism_l;586/1992 Sb.;42/1992 Sb.;l) rozdíl mezi hodnotou majetkových podílů stanovených podle jiného právního předpisu o transformaci družstev a vyplacenou částkou podle dohody mezi povinnou a oprávněnou osobou.;norms;1992/586;1992/42;para;FALSE
